,timeline,AOP,MAP,num_users
0,Wk_19,0.0011278932914868568,0.0012631575756820947,5098
1,Wk_20,0.0004195084984302263,0.00027506922095262465,6158
2,Wk_21,0.0016466208476517774,0.0012434609692628029,6984
3,Wk_22,0.00045664880662445227,0.00029361266270667145,8212
4,Wk_23,0.00034451688132718496,0.0001807862755549192,6289
5,Wk_24,0.0006181607744107748,0.0005710775192703857,6336
6,Wk_25,0.0003957428176888622,0.0007658809985272552,9897
7,Wk_26,0.0002629285735749272,0.00014953080230732795,11093
8,Wk_27,0.0001893324678134804,0.00022281594011551816,9243
9,Wk_28,0.00011425485063774981,0.0001342899175692395,8023
10,Wk_29,0.0011624817324299183,0.0011492609290536763,7527
11,Wk_30,0.00017902909693954464,0.00027728095061880674,8844
12,Wk_31,0.000424899086466964,0.0002894672927337045,3138
